	channel	date	message
924	azad	2019-10-20 18:24:02	لطفا اگه کسی و رو دوست ندارین واس اینکه دستتون خالی نشه نذاریدش تو نوبت سال  بود که بطور جدی از یه دختره تو یونی خواستگاری کردم و اونموقع فقط بهم گفت که شرایطشو نداری جوابم منفی نیس رفتم واس خدمت تو اولین روزای خدمتم بود که نامزد کرد و     لطفا یکم طرفتون براتون مهم باشه و اگه میخواین جواب بدین رو راست بهش بگین زندگی شو داغون نکنین  مهداشت به  یگاما  بهترین تویتهای آزاد پزشکی     
925	azad	2019-10-20 19:16:01	روز جهانی تنبل ها مبارک  امروز  اکتبر مصادف با روز جهانی تنبله  پستانداری دوستداشتنی و اونقدر تنبل که خزه رو بدنش رشد میکنه  گربه علوم پزشکی  بهترین تویتهای تهران پزشکی     روز جهانی تنبل ها مبارک  امروز  اکتبر مصادف با روز جهانی تنبله  پستانداری دوستداشتنی و اونقدر تنبل که خزه رو بدنش رشد میکنه  گربه علوم پزشکی  بهترین تویتهای تهران پزشکی    
926	azad	2019-10-20 19:28:01	من دیگه حرفی ندارم   شاختاردونصف  توییتر آزاد پزشکی     
927	azad	2019-10-20 19:57:01	تو سلف ما یه کاغذ چسبوندن که نوشته لطفا برای حفظ بهداشت با روپوش به سلف تشریف نیاورید  داداش تو اونی رو که با روپوش میاد سلف از چی میترسونی اون اصلا اطلاعیه میخونه زدی رو دیوار  اون اصلا میدونه اطلاعیه چیه بهداشت چیه میکروب چیه    میتوکندری  بهترین تویتهای آزاد پزشکی     
928	azad	2019-10-20 20:44:01	وقتی کسایی رو میبینم که هنوز با آیفون و اپل واچ و ویسکی و قلیون شوعاف میکنن  به این نتیجه میرسم که هدف خلقتشون فقط گسترش مرزهای خز بودن بوده  جمع کن خززه   جرج کندویی  بهترین تویتهای آزاد پزشکی     
929	azad	2019-10-20 20:51:01	جوری که این برنامکه داره ملت رو نشون میده   چرچیل  بهترین تویتهای آزاد پزشکی     
930	azad	2019-10-20 21:25:05	ولی ناموسن ترم دوم واسه ترم یکیا شاخ نشین قشنگ مشخص میشه زخم خورده هستین   جدیدالعجاب  بهترین تویتهای آزاد پزشکی     
931	azad	2019-10-20 22:07:01	جاداره روز جهانی تنبل رو به اون دسته از دانشجوهایی که آخر ترم در به در دنبال جزوه میگردن هم تبریک بگیم     مادانه  بهترین تویتهای آزاد پزشکی     
932	azad	2019-10-20 22:32:01	وقتی سر جلسه امتحان مراقب تقلب کراشم رو میگیره من    خود دار  توییتر آزاد پزشکی     
933	azad	2019-10-20 23:01:01	همه می گویند پاییز بهاری است که عاشق شده است و نمیدانم چرا کسی نمی گوید بهار پاییزی است که معشوقه اش کنارش است        شعروز  توییتر آزاد پزشکی     
934	azad	2019-10-21 08:48:01	فحش هایم ب دانشگاه تمام نمیشود فقط از صبحی ب صبح دیگر و از استادی ب استاد دیگر منتقل می شود       فرفرموی  توییتر آزاد پزشکی     
935	azad	2019-10-21 10:02:02	ولی یه چیزیو بگم     امیدوارم کسی جبهه نگیره و به کسی بر نخوره  ولی واقعیتش همینه   درصد دخترا با کیس بهتر ازدواج می کنن حتی اگر خیلی دوستشون نداشته باشن  با آدم پولدارتر و قوی تر ازدواج می کنن حتی اگر خیلی سالم نباشه  شاید نیاز های فیزیولوژیک شون باعثش بشه ولی خب همینه  ولی من خودم به شخصه حسرت دخترایی رو خوردم که نه با یه گدا ولی با کسی ازدواج کنن که دوستش دارند و به نظرشون آدم خوبیه و اونم ثابت کنه دوستشون داره  که همون  درصد بقیه ان  عزیز من خیلی باور نکن خانم ها احساساتی ان  خیلی وقت ها تو تصمیم هاشون از صد تا پسر منطقی ترند و شاید بی رحم تر  یه جمله معروفی هست که میگه  دخترا انتخاب می کنن کی مخشونو بزنه و اینم به نیاز هاشون برمی گرده که اکثرا مالیه  و این جمله خیلی درسته      گیله مرد  بهترین تویتهای آزاد پزشکی     
936	azad	2019-10-21 11:14:02	زر میزنن میگن یه عقاب همیشه تنهاس   دندون پزشک دیوونه  توییتر آزاد پزشکی     
937	azad	2019-10-21 11:52:22	به ترم یکیه برگشتم گفتم لابد درس روزم میخونی  گفت آره دیگه     شمانرسید  توییتر آزاد پزشکی     
938	azad	2019-10-21 12:03:21	چیزی نمیگم فقط کیف کنید از همه چی بخصوص شعار رو پیرهن ترابی  تنها دلیلی که میشه یه لنگی رو دوست داشت همین وطن پرستیشه   استادعلی  توییتر آزاد پزشکی     
939	azad	2019-10-21 12:12:01	اول ترم  شب امتحان   عمه لیلا  توییتر آزاد پزشکی     
940	azad	2019-10-21 14:18:24	این دوستمون راست میگه دوره زمونه ی طوری شده که دیگ کسی زیاد به اخلاق اهمیت نمیده مهم ترین چیز واسشون یا پوله یا به قول خودشون پسره کیوت باشه ولی وقتی چند ماه بگذره از ازدواجشون تازه میفهمن چقدر اشتباه کردن و با چه آدمی ازدواج کردن   واسشون این جذابه که پسره مثلا سیگار بکشه یا پولدار باشه یا شاخ باشه واسشون مهم نیست که قبلا چه کثافط کاریایی کرده باشه و جا اینکه پول در بیاره از پول پدرش تو پارتیا خرج میکنه و استوری میذاره و   دخترا هم واسشون همچین ادمایی جذابن ولی نمیدونن چه اشتباهی میکنن    امیدوارم یکم این اخلاقو عوض کنن         بهترین تویتهای آزاد پزشکی     
941	azad	2019-10-21 15:17:01	الان یه بیمار اومده دارو نوشتم براش میگه  تومن دادم فقط یه خط نوشتی نمیدونم انتظار انشا و تای ماساژ از من داره الان   دکی خسته  بهترین تویتهای آزاد پزشکی     
942	azad	2019-10-21 15:56:01	ملت حاضرن باباشونو با بابای پولدارتر طاق بزنن  دوس پسر که دیگه شوخیه   جدیدالعجاب  توییتر آزاد پزشکی      
943	azad	2019-10-21 16:17:01	بیاید بجای من همینم که هستم بگیم من کامل نیستم ولی تلاش میکنم بهتر بشم   دایی پیمان  توییتر آزاد پزشکی     
944	azad	2019-10-21 17:36:01	سینگلی فقط اونجاش که میری قرص میخری تو عوارضش نوشته کاهش میل جنسی ولی این برای تو مزیت محسوب میشه   توییتر گرد  بهترین تویتهای آزاد پزشکی     
945	azad	2019-10-21 18:02:01	من دیگه حرفی ندارم فقط با این عکس بساس بانقطه توی استوریهای رفیقات   شاهینش  توییتر آزاد پزشکی     
946	azad	2019-10-21 18:48:01	اینستا ب من اموخت فالور های اصلی زندگیت اونایی هستن ک لایکت نمیکنن   کاکا  بهترین تویتهای آزاد پزشکی     
947	azad	2019-10-21 19:14:01	وضعیت هوا جوریه که یه عده از دانشجوها با تیشرت میان دانشگاه و یه سریاشونم با سویشرت  بعد اونایی که با تیشرت میان به سویشرتیا میخندن و برعکس اما همشون به اتفاق به من میخندن چون کاپشن تنمه     چرچیل  بهترین تویتهای آزاد پزشکی     
948	azad	2019-10-21 19:49:01	این همه درس خوندیم چی شد چی شد هیچی      عموت  توییتر آزاد پزشکی     
949	azad	2019-10-21 20:22:01	یکی از کارگرهای انبارهای آمازون سکته میکنه وسط کار میافته رو زمین   دقیقه طول میکشه بیان بهش برسن  میمیره   همون آدم چند روز قبلش یه چیزی رو میذاره توی قفسهی اشتباهی ظرف  دقیقه مدیریت توی دوربین میبینه و میان سراغش که صحبت کنن    سباره  توییتر آزاد پزشکی     
950	azad	2019-10-21 20:57:01	بم میگه موی سفیدتون زیادتر شده بش میگم فک کنم    تو دلم با خودم میگم  مبر ز موی سپیدم گمان به عمر دراز جوان ز حادثه ای پیر میشود گاهی   گریمزپی  بهترین تویتهای آزاد پزشکی     
951	azad	2019-10-21 21:45:06	هرگز تسلیم نشو    جان که دلبر فرسود از او  توییتر آزاد پزشکی     
952	azad	2019-10-21 22:10:05	فکرم درگیره چرا به بچههایی که سر چارراه وامیستن میگن کودکان کار اما به این بچه هایی که توی اینستا پدرمادرشون ازشون پول درمیارن یا توی تبلیغات استفاده میشن کودک کار حساب نمیشن  جهان متناقض ما   تنبلی که میرود به سایه  بهترین تویتهای آزاد پزشکی     
953	azad	2019-10-22 00:10:12	اگه استادی هست که به شدت رو مخ تونه و ازارتون میده خواستم یه نکته علمی بهتون بگمجسد ادمها بعد خفه شدن نمیاد روی اب اگه ریه شون سوراخ شده باشه    عزل  بهترین تویتهای آزاد پزشکی     
954	azad	2019-10-22 09:01:01	بذار یکی از دلیلاشو که من میدونم بگم دلیلش اینه که پول داشتن تو رفتار خود پسرا هم تاثیر داره   اعتماد به نفستسلط توی گفتار و رفتار و هزار تا تاثیر دیگه اتفاقا دخترا بیشتر از پولدر برابر مرد سست میشن و شیفته ولی چون  پسرا این ویژگی رو دارن پس  از دخترا میتونن به اصلی ترین خواستشون برسن پسرا ترسو و بی عقیده نسبت به رفتار و گفتارتون نباشید و بی سیاست و دلی کاراتونو پیش نبرید و صبور باشید و سریع حرف دلتونو نزنید دخترا به مرور دیوونه میشن و در اخر  کتاب خوندن واسه اقایون خیلی واجب تر تر تره      دانشجوی رشته بابایی  بهترین تویتهای آزاد پزشکی     
955	azad	2019-10-22 09:40:02	از جنبه باکتری ها     حالا هی مارو بسابین      بدون اسم مستعار  توییتر آزاد پزشکی     
956	azad	2019-10-22 10:52:02	مدت هاست طوری شده که نه تنها تو بحث ازدواج تنها معیار پوله تو کل جامعه هم همینه  صادق هدایت تو کتاب حاجی آقا حرف قشنگی زده   عمده مطلب پوله  اگر توی دنیا پول داشته باشی  افتخار اعتبار شرف ناموس و همه چیز داری  عزیز بیجهت میشی میهن پرست و باهوش هستی تملقت را میگویند و همه کار هم برایت میکنند  پول ستارالعیوبه   دندون پزشک دیوونه  بهترین تویتهای آزاد پزشکی     
957	azad	2019-10-22 11:09:01	علوم پایه بودم شوهرخالم آزمایش ادرارشو داد دستم گفت این چه جوریه دکتر در حالی که من تو اون برهه فقط تونستم رنگشو بهش بگم    شاریزما  بهترین تویتهای آزاد پزشکی     
958	azad	2019-10-22 11:56:01	 دانشمند  توییتر آزاد پزشکی     
959	azad	2019-10-22 12:31:01	تو سمیولوژی یه استادی داشتیم میگفت معاینات بالینی رو خوب یاد بگیرین شاید جایی طبابت کردین که امکانات پاراکلینیکی نداشتین و تشخیصتون فقط بر اساس معاینه و شرح حال بود بنده خدا راست میگفت معاینههای بالینی رو باید خیلی خوب یاد گرفت البته نه چون خیلی جاها امکانات نیست باید یاد گرفت چون خیلی از مردم پول استفاده از همون امکانات نصفه و نیمه رو هم ندارن    ساره  بهترین تویتهای آزاد پزشکی     
960	azad	2019-10-22 12:52:01	به چند نفر پسر جهت شرکت سر کلاس ها نیازمندیم بخدا پوسیدیم تو کلاس مرسی اه   گریمزپی  بهترین تویتهای آزاد پزشکی     
961	azad	2019-10-22 13:31:01	دارم از درد میترکم بد جور بغض کردم دیروز از کارم اخراج شدم به خاطر بودجه محدودی که محل کارم داشت تعدیل نیرو کردن اولین نفرم من خدا میدونه چقد به این کارم نیاز داشتم گفتم اینجا بگم یکم خالی شم    مستاصل  توییتر آزاد پزشکی     
962	azad	2019-10-22 13:49:02	چقدر خوب شده  مملکت همون شلواایی که موتو سوارا میخون زمین و زانو پار میشه و تنگ میکنن میفروشن به دخترا  قتصاد مقاومتی واقعی همینه    واقع بین  بهترین تویتهای آزاد پزشکی     
963	azad	2019-10-22 14:02:01	هی گفتین پاییز پاییز بیا اینم پاییز از صبح که پا میشی عصره   فراز  توییتر آزاد پزشکی     
964	azad	2019-10-22 14:08:02	بله کاملا درسته حتی یه جمله هم هست که میگه خانما احساسی تصمیم میگیرن اما مثه یه جلاد عمل میکنن اما اقایون منطقی تصمیم میگیرن اما احساسی اجراش میکنن  الان خیلی از دخترا به جای عشق یه همسر دنبال یه پدر عالی واسه بچههاشونن  کسی که وقتی بچه دار شدن بتونه زندگی خوبی براشون فراهم کند  البته این نظر منه هر کسی حق داره باهاش مخالف باشه    مامای بخت برگشته  بهترین تویتهای آزاد پزشکی     
965	azad	2019-10-22 15:10:04	یارو ماهه با دوسپسرش دوسته طرف واسش ساعت رولکس و کوفت و زهرمار خریده اون یکی قهر میکنه یارو میره واسش آیفون  میگیره که اشتی کنه حالا ما نهایت خواستمون از طرف اینه بریم بیشینیم تو پارک باهم کتلت بخوریم اخرشم انگ مادی بودن میزنن به پیشونیمون    مهر  بهترین تویتهای آزاد پزشکی     
966	azad	2019-10-22 15:56:01	تیر برق کلاس نوروآناتومی بود و ساختمان من     عذرا غروب کن  بهترین تویتهای آزاد پزشکی     
967	azad	2019-10-22 16:05:03	همایون شجریان و علیرضا قربانی آلبوم مشترک میدن  آبان چاوشی هم که قمار رو برده  حضرت قمیشی هم یه آلبوم بده بیرون اوردوز میکنیم این پاییز    پدرخوانده  بهترین تویتهای آزاد پزشکی     
968	azad	2019-10-22 17:17:43	بیا بغلم تنهایی غصه نخور    اسی  توییتر آزاد پزشکی     
969	azad	2019-10-22 17:53:02	خواسته های یک جوان در ایران   کاش بابام شهید یا جانباز بود کاش بابام ایثارگر بود کاش مامان یا بابام هیات علمی بودن   خانم دکتر  بهترین تویتهای آزاد پزشکی     
970	azad	2019-10-22 18:11:02	اول باید بگیم مرد یعنی چی یه آدمی که اصول داره یا ازش می ترسن یه آدم دو رو یا یه آدم محکم و با اصول  آدم های دانا برای همه جذاب نیستند  هیجان ندارند به قولشون  ولی یه چیزم هست آدما خیلی وقت ها خودشون هم پیش خودشون نمی دونند چی می خوان  من یه پسر دیدم مرد بود و کمتر کتابی بود که نخونده بود و آدم خیلی ضایع و عاشق پیشه نبود  یه دختره اومد سمتش بعد اینم خوشش اومد و دختر گفت شرمنده پول نداری  پول تا زمانی که چنین جایگاهی برای جنس خانم ها داره نمیشه جایگاهی برای عاطفه قایل شد  و میشه خرید و فروش و این واقعیته    تلخ و ایکاش نبود       گیله مرد  بهترین تویتهای آزاد پزشکی     
971	azad	2019-10-22 18:39:02	یعنی استاد بداخلاق ولی باسواد شرف داره به استاد بی سواد و ماست جدی سر یسری از کلاسها از سطح سوادم کم میشه و تا دو ساعت منگ میشم اصلا   پر پر  توییتر آزاد پزشکی     
972	azad	2019-10-22 19:09:01	دارم به این فکر میکنم وقتی یه جزوه رو میشه تو یه روز خوند حتما میشه تو یه روزم درسش داد  پس ما چرا یه ترم دانشگاه میریم        بهترین تویتهای آزاد پزشکی     
973	azad	2019-10-22 19:52:01	اونایی که پولدارترند پدرای بهتری هستند  وقتی تفکر خانم های یک جامعه اینه معلومه با این فکر حتی جسمشونو بهش می فروشن  و معلومه مروج روسپی گری خانم ها هستند یا آقایون    حتی کم هوش ترین آقایی نگفته که خانم زیبا مادر بهتریه    به نظرم بیشتر توجیهه و چیزی شبیه به دروغ     میگم در حسرت دختر هایی باید بود که قبل از بابای پولدار برای بچه دنبال انسان خوب برای همراهی مسیر زندگی ان    متاسفم      گیله مرد  بهترین تویتهای آزاد پزشکی     
974	azad	2019-10-22 20:09:02	درجواب به دوستان لازم ه بگم دخترا جامعه ما از زمان ان شل شدن ه به جا دوست داشته شدن خانت ددن وبه جا ه نگاه قشنگ از طرف س ه دوستش دارن فقط نگاه جنس ددن و توقعات شرت تو مهمونیا وجمع هایی که اگر همون دخترهمسرشون بودمبردنش عن ابه ه تعبر دگه مردونگ خرجشون نشده خل معلوم بوده ه سرگرمن انقدر راحت بادوست دخترشون پش دوستاشون برخورد منن ه هچ حرم قال نمشن و ارزش اون دختر خل راحت پان مارن اگر م فقط پسرا به دخترا حس امنت ودوست داشتنی بودن ومهم بودن بدن قطعا خل چزا عوض مشه   مقصربشتر حال امروز دخترا همن پسرا هستن ه هرجا دختر ساده وب حاشه مبنن امل مگن بهش و نقل ونبات مجلساشوون منن فقط م منصفانه نگاه ند به قضه ها مقصر ردن بقه خل راحت   یه بنده خدا  بهترین تویتهای آزاد پزشکی     
975	azad	2019-10-22 20:22:01	آیا میدانید هفته آینده یا تعطیله یا بین التعطیلی پس بدانید و آگاه باشید هرکس بره دانشگاه از ماست و برماست   شاختاردونصف  بهترین تویتهای آزاد پزشکی     
976	azad	2019-10-22 20:50:04	وقتی دارم به همکلاسیام توضیح میدم که بین التعطیلیا کلاس نیان   ترامپ دا  توییتر آزاد پزشکی     
977	azad	2019-10-22 21:05:04	اش متوجه بشد ما وقت و انرژ مذارم  صفحه جزوه منوسم پس هچ علاقه ا ندارم با افراد تنبل و خودخواه به اشترا بذارمش به خودت بگر وگرنه دفعه بعد تو روت مگم   خانم ح  بهترین تویتهای آزاد پزشکی     
978	azad	2019-10-22 21:09:01	دخترا از وقتی اینطور شدن که با تمام جونشون عشق ورزیدن اما بی مهری دیدن عاشق شدن و فقط به قلبشون فکر کردن اما بعد اولین زایمان به خاطر هیکل کمی بد قوارشون خیانت دیدن اگر خانم ها فقط به فکر پولن آقایون هم فقط به فکر جذابیت جسمی اند شاید در لفظ بگن دختر باید نچرال باشه اما آخر سر با یه خانم کاملا غیر نچرال ازدواج میکنن در ضمن خانومی که کلی رژیم گرفته برای لاغر شدن و کلی هم درد کشیده برای عمل های جراحی دلش نمیاد با اعتماد به قلبش و ازدواج با یه آدم آس و پاس آیندشوو به خطر بندازه در ضمن آنقدر داماد سر خونه تو ایران زیاد شده که خانم ها از این موضوع میترسن آقایون هم اگر راست میگن به جای تلاش برای پیدا کردن یه پدر زن پولدار و داماد سر خونه شدن به فکر پیدا کردن یه دختر در سطح خودشون باشن کبوتر با کبوتر باز با باز در ضمن اگر کسی دوستتون نداشت ولش کنید برای هر دو تون بهتره   انار یلدا  بهترین تویتهای آزاد پزشکی     
979	azad	2019-10-22 21:12:02	این تقصیرو گردن اون یکی انداختنتون خیلی خوبه  حرفاتون به هیچی بجز برداشت شخصیتون مربوط نیست و خوبه حواستون باشه برداشتایی که دارید تحت تاثیر جنسیت تجربه شخصی طبقه اجتماعی و اقتصادی و حتی اعتقادات شخصیتونه  بعد میاید این برداشت شخصی رو تعمیم میدید به یه جامعه ی  میلیونی جالب تر اینه که هر جنسیت کاملا طرف مقابل رو مقصر میدونه که تقریبا غیر ممکنه     حقیقتا نمیفهممتون    نفهمیده ی تهرانی  بهترین تویتهای آزاد پزشکی     
980	azad	2019-10-22 21:18:01	شاید یه پیشنهاد شغلی بهتر تو راهه   گوشاتو تیز کن از دستش ندی     فلفلی  توییتر آزاد پزشکی     
981	azad	2019-10-22 21:27:01	همینه دختر بد داریم و نادان و هم پسر بد و نادان  کسی نمیگه پسرا خوبن  پسرایی هستن که آدم شرمش میاد اسم حیوون بذاره چون حیوانات اینقدر بد نیستند و همچنین دختر ها  دختری که دوست پسرش اونو میبره الواتی عاشق چیه پسره شده اخلاقش علمش شرفش نه  پولش  هیچ پسری به دختر الوات به چشم همسر نگاه نمی کنه و نکرده  حتی پسر های بد  منظور این نبود که پسرا خوبن  نه  درصد بد  ولی  درصدی که فعلا تاکید می کنم فعلا پولی ندارن جایگاهی به عنوان همسر در شرایط یکسان خانوادگی ندارن  دنبال کیس بهترن  کیس بهتر هم آدم اخلاق مدارتر نیست   درصد آدم پولدار تره  دخترا خیلی خوب پسرای اخلاق مدار رو میشناسن ولی با پسرای الوات می گردن انتظار احترام دارن نه    نمیشه  البته ناله نیست تلنگره  هر چی لیاقتش همونیه که آرزوشو داره  و این برای هممون ثابته        گیله مرد  بهترین تویتهای آزاد پزشکی     
982	azad	2019-10-22 21:32:01	فقط اینایی که تو بیوی اینستا نوشتن من میسازم دنیامو ینفره ملات کم نیاری اوس ممد    حسینشونم  بهترین تویتهای آزاد پزشکی     
983	azad	2019-10-22 21:35:04	حقیقتا من وقتی شب دیر میخوابم کلاسای بعد از ظهر رو هم خواب میمونم کلاسهای صبح رو که اگه شب زود هم بخوابم خواب میمونم   خوابالوی معروف  بهترین تویتهای آزاد پزشکی     
984	azad	2019-10-22 21:46:01	مثلا اینطوری برات بمیرم   پزشک بدش نمیاد  بهترین تویتهای آزاد پزشکی     
985	azad	2019-10-22 21:51:01	جالبه بدونیدکه اکثر قاتلین سریالی معروفمتولدین آبان ماه هستند حواستون به این نازنین ها باشه یه وقت کدورتی چیزی ازتون به دل نگیرند فردا اول آبانه بفرستید برای آبانیا   شاهینش  بهترین تویتهای آزاد پزشکی     
986	azad	2019-10-22 21:59:01	دیدی یه متن عاشقانه میخونی و به مخاطبش که فکر میکنی چهار پنج نفر میاد تو ذهنت اونجا سی سالگی نیست اونجا ترم اول دانشگاهه     بهترین تویتهای آزاد پزشکی     
987	azad	2019-10-22 23:23:01	زیر  باران بنشینیم که باران خوب است گم شدن با تو در انبوه خیابان خوب است  با تو بی تابی و بی خوابی و دل مشغولی با تو حال خوش و احوال پریشان خوب است      شعروز  بهترین تویتهای آزاد پزشکی     
988	azad	2019-10-23 08:20:02	فرض کن حسرت پاییز  تو را درک کند روز برگشتن او اول آبان باشد      امید صباغ نو   احمر  توییتر آزاد پزشکی     
989	azad	2019-10-23 09:38:01	دوستان هروقت از رشته ا ه درس مخونن ناراض بودن ادتون باد ه ه عده دانشجو تو لمبا فارس مخونن و برا پروژه شون مجبورشدن محسن گانه حفظ نن   چرچیل  بهترین تویتهای آزاد پزشکی     
990	azad	2019-10-23 10:28:01	واقعا مچکر از  خانوم ح بعد تازه جزوه رو ندی ازت طلبکارم میشن انگار یه سریا وظیفه دارن جزوه بنویسن در اختیار بقیه قرار بدن بابا یه سریا که دیگه جزوه ی سر کلاس که استاد دیکته میکنه هم نمینویسن خودشون باشن جزوه میدن اینطوری   سه نقطه  بهترین تویتهای آزاد پزشکی     
991	azad	2019-10-23 11:03:02	خطاب به اونا که هی همدیگرو خراب میکنن    درسته تا الان همه یه سری اشتباهاتی کردن و با این جور چیزا سر و کله زدن بیاید از خودمون شروع کنیم    همونایی ک تو کانالن و به رفیقا و دوستاشونم بگن که با دل کسی بازی نکنن    شاید بعضیا افتخار میکنن میگن مخ فلانیو زدم و اینا ولی اگه هم سمت کسی میرن قبلش خوب طرفو بشناسن که دیگ همچین اتفاقایی رخ نده از خودمون شروع کنیم و به بقیه هم یاد بدیم که دل کسیو بی دلیل و فقط واسه هوس نشکونیم      بهترین تویتهای آزاد پزشکی     
992	azad	2019-10-23 11:15:03	تنها کاربرد استتوسکوپ لیتمن  وقتی هندزفری نیست میشه دیافراگم استتوسکوپ رو چسبوند به بلندگوی موبایل  صدای موزیک رو هم خیلی کم کنیم  حالا یه هندزفری داریم که به راحتی میتونیم تو مورنینگ باهاش آهنگ گوش بدیم   شانی  بهترین تویتهای آزاد پزشکی     
993	azad	2019-10-23 11:49:01	از یه دانشجو انتظار میره به آدما برچسب نزنه و لقب نذاره    دختر الوات پسر الوات هممون انسانیم با رفتارای متفاوت توروخدا یاد بگیریم حرف زدنمونو درست کنیم   دانشجوی رشته بابایی  توییتر آزاد پزشکی     
994	azad	2019-10-23 12:24:01	من درحال محاسبه اینکه با  واحد چجور شده شنبه تا پنجشنبه کلاس دارم   صنکا  توییتر آزاد پزشکی     
995	azad	2019-10-23 13:25:04	من بعنوان یک دختر میگم آقا مقصر مانیستیم وقتی که ما تو تمام عمرمون چشممون به یک چیزی افتاده و پدر لطف کرده جیرینگ پولش رو داده وقتی سختی نکشیدیم توی عمرمون تو پسر توقع داری بیایم باهات زندگی رو ازصفر شروع کنیم شما همه دانشجویید عاقل و تحصیلکرده چرا راهی که پدرمون از صفر تا  اومدن من باید برگردم از صفر بیام من از  شروع میکنم بعدهم زیاده خواه نباشید خب دختره میره بایکی همسطح خودش و خانوادش دیگه باور کنید اخلاق مهمه امادختری که تو پر قو بوده رو زمین سفت نمیتونه بخوابه حالا تو بگو عاشق یا هرچی اگر هم بمونه بعد دوسال ببینش افسرده خسته پیر  بدون اسم مستعار  بهترین تویتهای آزاد پزشکی     
996	azad	2019-10-23 13:41:01	درست هر تو ان دنا سهمش به اندازه لاقتش ول اگر اون درصد عزز ه به خاطر شراط بد اقتصادشون جا تو س ها ازدواج ندارن غرت ارردن داشته باشن مردو مردونه تلاش ننو خودشون ثابت نن ه من به خاطرت دارم تلاش منم و نگن اب از سر من گذشته هستن هنوز دخترا نجب ه چشمشون دنبال صفرها حساب بان طرفشون نباشه وجمله  اخرم خطاب به همه دوستان چه دخترا چه پسرا هچ وقت پول ارامش و زندگ سالم نست ان بدوند      ه بنده خدا  بهترین تویتهای آزاد پزشکی     
997	azad	2019-10-23 14:28:01	مرسی که تو بنر هیتاتون مینویسید به نفس مادحین اهل بیت چون ممکن بود ما فکر کنیم به نفس مادحین یزید بن معاویه و اشعث بن قیس کندی قراره مجلسو بر پا کنید   عذرا غروب کن  بهترین تویتهای آزاد پزشکی     
998	azad	2019-10-23 15:47:02	میدونید چیه  بدبختی یعنی بعد یکسال یه دختری که هیچی نداره دربرابره تو بیادو صمیمی ترین رابطرو بهم بزنه بعدم طرفت خیلی راحت چرا سبز نشون بده به اون دختر  و بزرگترین مشکل اینجاست که تو مقصر شناخته میشی بخاطر شکاک بودن بنظر شما این شکه  فقط ناراحتم چرا انقدر زیاد بها دادم به کسی که انقدر زود رنگ عوض کرد و همچنان مصمم تو کل دانشگاه میگن ما دوست معمولیم باهم و من مشکل داشتم که این قضیه ما تمام شده البته همه خودشون فهمیدن و ابروشون رفته پسرا فقط خورد کردن و تو سرشون زدنو میخوام اونوقته که عاشقت میشن    نرس خشمگین  بهترین تویتهای آزاد پزشکی      
999	azad	2019-10-23 17:12:01	وقتی از مریض درمورد سابقه بیماریش میپرسی و شروع میکنه به تعریف کردن کل داستان زندگیش         ستاره  بهترین تویتهای آزاد پزشکی     
1000	azad	2019-10-23 18:43:01	امروز یکی ازترمکامون ازم پرسید ببخشید خانم فرجه ها قبل امتحاناست یابعدش  بزن بر سینه و برسر   مادانه  توییتر آزاد پزشکی     
1001	azad	2019-10-23 20:45:16	از یه دانشجو انتظار میره واقع بین و منطقی باشه  هر کی رو دو پا راه بره انسان نیست اگه بود خرس هم بعضی وقتا انسان بود      مهندس پزشک  بهترین تویتهای آزاد پزشکی     
1002	azad	2019-10-23 20:56:02	اصن کاش نوع نگاهمون به همه چیز عوض میشد  کاش اینقد سطحی نگر نبودیم  مثلا کاش پسرا برای انتخابشون علاوه بر فنوتیپ به ژنوتیپ هم توجه میکردن  یا دخترا برای انتخابشون علاوه بر حساب بانکی و ماشین زیر پا به چیزای دیگه ام توجه میکردن  تقصیرخودمونه دیگه همه چیز شده چشموهم چشمی  هرکی بایه دختر خشگلتر یا پسر پولدارترباشه کلاسش بیشتره چیشد که اینجوری شد کسیومقصرندونیم  مقصرخودمونیم   التماس تفکر    بهترین تویتهای آزاد پزشکی     
1003	azad	2019-10-23 21:02:01	 یعنی همتون تو پر قو بزرگ شدین که اینطورید بلاخره ی زندگی باید از یه جایی و با یه سختی هایی شروع شه    اگه اون دختره بتونه از پسره خوب حمایت کنه و کنارش باشه پسره میتونه تو یه سال به  نرسه حداقل از  میتونه برسه  بستگی داره خودتون چطوری باشید      بهترین تویتهای آزاد پزشکی     
1004	azad	2019-10-23 21:10:04	به شخصه دیدم دختری که دوسال اول افسردگی گرفته درحالی که تنها خواستش بوده نه  که تو خونه باباش داشته    خود درگیر  توییتر آزاد پزشکی     
1005	azad	2019-10-23 21:14:01	عاقا ما عجب موجودات عجیبی هستیم کل ایران دانشگاه و مدارس پنج شنبه ها تعطیلن بعد ما پنجشنبه ها ن ک تعطیل نیس  بلکه باید  بامداد پاشیم بریم ک  برسیم و سلف هم تعطیل باشه ک از گشنگی هم بمیریم عافرین بر همه انسان های قانع مثل ما آزادیا   مسمس  بهترین تویتهای آزاد پزشکی     
